address,decimals,symbol
0xfd949897b850258b41Af56872AB310D6c7811F27,18,CIVIC
0xD830162411497FaFF8734CE4200C547faf2FEAE2,18,TAX
0xac8DA2e2a1A114AAfe50c774c588DCD93a028fc8,18,gSIS
0xB75445A717D5A8c268f37045162837CFe72Ac337,18,BRYAN
0xc142171B138DB17a1B7Cb999C44526094a4dae05,18,USX
0xbbd6CD3A31Cbc5CbD6f89D476D15D5bD2F260AcB,18,AERO
0xb53Be0BE88bA245B5086E558D00Ad56ee7344556,18,TOSHI
0xfb3E929baB9796D2bee7Cd15Ab7954533D899DaD,18,BASED Token
0x5Aacb870842382315B875f72Ef66d4fa8D940C50,18,🐸 
0x03617dC1ab7f959cc3593bB43ca43e192e6662da,18,DRONE
0xDBE1489B63f65a11745FFADE9233319df1B70dC9,8,$ENEMY
0x60b72C00681A43e423F097ab61CC526a1045B048,8,FRIEND
0x2168eb98C6D416Afb85E7beef5abDc4FB4177dfE,18,BLP
0x12063CC18A7096D170e5Fc410d8623Ad97ee24B3,18,FREN
0x4783689F2907ab06226880939B2dD1BE85D44c41,18,AAA1
0xF37923311D71c986D701cddb3394777322294E3a,18,DOH
0xc0a1CECA76A4e3181998EE7cD785a5D761A9d686,18,COLIBRI
0x1F924Db207529d3035116Eb8F67a1B62A6Af8769,18,RA
0x2B6A85CD35D15691357eea61d88cB3f401A92FC3,18,SURV
0xFA7D088f6B1bbf7b1C8c3aC265Bb797264FD360B,18,ANDRE
0x8aE125E8653821E851F12A49F7765db9a9ce7384,18,DHT
0x9Cc2fC2f75768b0307925C7935396Ec9D94bbA44,18,MTA
0x5D67a4AFb9fBFc3640e163e93766Cf1eAF2F7045,18,GLD
0x60be663a88401c917372b945b7D04cd75e5ABd12,18,LA
0xE19FD3a859BE6759138fe4A904CDEA363FF51c76,18,DiDi
0x08cDD613fe9d0470c8fA6400d4DF3d1bA0940844,18,testqs01
0x703F1803D2c6028B64d6C4969ff096E72D015E06,18,VMX
0xd0780896fb46583a71c5CE1ae0FF507E383d8085,18,CoinZero
0x2228363213E6E16e8ccC556Aa270a05f1F1A4E02,18,MOCHITOSHI
0x44d05c7Bf593b4cC4322088fFCa35613079E8D37,18,VMX
0x18c1075b8F0cDF93e01214e461e3f661C9B88631,18,BDOGE
0xBCBAe0DD948b404e2157Ff395caCB10ABFc2b52A,18,ITX
0xd5DA32Ad4C7510457C0e46Fa4332F75f6C4C4dC0,18,ATE
0x7Ee9cf972BC8441ebc112c5F01a96Ce85b0a44Bd,18,DAI
0xD0A96c9b21565a7B73d006C02E56E09438b51C1B,18,bSHARE
0x9Fabf6Fca68Bd4E0d910b6464721832A098D8a5D,18,UU
0xEf6b19D71B342EAE33773346b05EAD8F0966BD42,18,TEST
0x025f99977db78317a4EbA606998258B502Bb256F,18,VPPE
0x728cDA34D732a87fD6429129e23D4742d9Ff0064,18,BaseDOGE
0x8BE49607832a299FA33eE837038418ad0223333e,18,bSHARE
0x96e890c6b2501a69cAD5Dba402BFB871a2A2874C,18,AAG
